Date,Open,High,Low,Close,Volume,HV_20,HV_252,snapshot_time,snapshot_str,ticker
2025-03-26,222.54,224.04,219.51,220.57,34466100,0.303,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-03-27,220.43,224.01,219.6,222.88,37094800,0.3053,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-03-28,220.71,222.84,216.74,216.95,39818600,0.3052,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-03-31,216.07,224.64,215.29,221.17,65299300,0.3142,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-01,218.86,222.71,217.95,222.22,36412700,0.3148,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-02,220.36,224.21,220.06,222.92,35905900,0.3155,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-03,204.65,206.59,200.38,202.31,103419000,0.4602,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-04,193.05,199.01,186.53,187.56,125910900,0.511,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-07,176.43,193.31,173.86,180.67,160466300,0.5007,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-08,185.89,189.51,168.48,171.67,120859500,0.5167,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-09,171.2,199.74,171.14,197.99,184395900,0.7538,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-10,188.25,193.93,182.21,189.59,121880000,0.7592,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-11,185.29,198.67,185.25,197.29,87435900,0.7717,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-14,210.52,212.02,200.29,201.64,101352900,0.7768,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-15,200.98,202.63,198.93,201.26,51343900,0.7767,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-16,197.5,199.83,191.54,193.43,59732400,0.7856,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-17,196.34,197.97,193.58,196.13,52164700,0.7884,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-21,192.43,192.96,188.99,192.32,46742500,0.7852,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-22,195.27,200.72,195.12,198.87,52976400,0.7956,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-23,205.11,207.1,201.92,203.71,52929200,0.7997,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-24,204.0,207.92,202.06,207.47,47311000,0.8034,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-25,205.47,208.84,205.31,208.37,38222300,0.8023,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-28,209.09,210.58,206.56,209.23,38743100,0.7978,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-29,207.78,211.32,207.47,210.29,36827600,0.7944,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-04-30,208.39,212.65,205.77,211.58,52286500,0.7946,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-01,208.17,213.63,207.99,212.39,57365700,0.7947,,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-02,205.2,206.09,201.28,204.46,101010600,0.7262,0.3244,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-05,202.22,203.21,197.35,198.03,69018500,0.6805,0.326,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-06,197.35,199.78,196.17,197.65,51216500,0.6642,0.3253,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-07,198.31,198.57,192.41,195.4,68536700,0.6344,0.3204,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-08,196.86,199.18,193.84,196.63,50478900,0.3799,0.3203,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-09,198.14,199.67,196.68,197.67,36453900,0.3445,0.3203,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-12,210.33,210.63,206.12,210.15,63775800,0.382,0.3261,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-13,209.79,212.75,208.37,212.28,51909300,0.3766,0.3261,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-14,211.79,213.29,209.94,211.69,49325800,0.3768,0.326,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-15,210.31,212.31,208.9,210.81,45029500,0.3436,0.3256,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-16,211.72,211.93,209.13,210.62,54737900,0.3422,0.3255,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-19,207.28,208.84,203.64,208.15,46140500,0.3363,0.3256,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-20,207.04,207.84,204.41,206.23,42496600,0.3203,0.3257,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-21,204.55,206.41,200.1,201.48,59211800,0.3208,0.3266,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-22,200.1,202.13,199.09,200.75,46742400,0.3131,0.3265,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-23,193.08,197.1,192.87,194.68,78432900,0.3286,0.3279,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-27,197.7,200.13,196.83,199.6,56288500,0.3429,0.3288,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-28,199.98,202.11,199.29,199.81,45339700,0.3421,0.3281,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-29,202.96,203.19,197.91,199.34,51396800,0.3406,0.3277,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-05-30,198.77,201.35,196.18,200.24,70819900,0.3407,0.3277,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-02,199.67,201.52,199.51,201.09,35423300,0.315,0.3277,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-03,200.74,203.15,200.35,202.65,46381600,0.2938,0.3278,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-04,202.29,205.61,201.49,202.2,43604000,0.2938,0.3277,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-05,202.88,204.13,199.54,200.02,55126100,0.2935,0.3278,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-06,202.38,205.08,201.44,203.3,46607700,0.2979,0.3282,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-09,203.77,205.38,199.41,200.84,72862600,0.3015,0.3283,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-10,199.99,203.73,199.96,202.06,54672600,0.202,0.3283,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-11,202.88,203.88,197.81,198.18,60989900,0.2057,0.3287,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-12,198.48,199.07,196.76,198.6,43904600,0.2067,0.3281,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-13,199.12,199.76,195.11,195.85,51447300,0.2102,0.3208,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-16,196.7,198.09,195.96,197.82,43020700,0.2155,0.3197,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-17,196.6,197.79,194.62,195.05,38856200,0.2169,0.3199,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-18,195.35,196.97,194.48,195.98,45394700,0.2175,0.3199,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-20,197.64,201.09,196.26,200.39,96813500,0.2199,0.3201,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-23,201.02,201.69,198.36,200.89,55814300,0.2197,0.3199,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-24,201.98,202.82,199.59,199.69,54064000,0.1892,0.3192,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-25,200.84,203.05,200.01,200.95,39525700,0.1687,0.3191,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-26,200.82,202.03,198.85,200.39,50799100,0.169,0.3191,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-27,201.28,202.6,199.39,200.47,73188600,0.1688,0.3191,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-06-30,201.4,206.76,198.66,204.55,91912800,0.1825,0.3191,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-01,206.04,209.55,205.51,207.19,78788900,0.187,0.3193,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-02,208.28,212.69,207.51,211.8,67941800,0.1997,0.3197,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-03,211.51,214.0,211.17,212.9,34955800,0.1993,0.3184,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-07,212.03,215.57,208.17,209.31,50229000,0.2058,0.3184,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-08,209.46,210.79,207.82,209.37,42848900,0.1991,0.3184,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-09,208.89,210.69,206.59,210.5,48749400,0.1928,0.3177,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-10,209.87,212.83,209.39,211.77,44443600,0.1928,0.3177,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-11,209.93,211.49,209.22,210.52,39765800,0.178,0.3177,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-14,209.29,210.27,206.91,207.99,38840100,0.186,0.3174,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-15,208.59,211.25,208.29,208.48,42296300,0.1759,0.3165,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-16,209.66,211.76,208.01,209.52,47490500,0.1742,0.3163,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-17,209.93,211.16,208.95,209.38,48068100,0.1629,0.3158,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-18,210.23,211.15,209.06,210.54,48974600,0.163,0.3159,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-21,211.46,215.13,210.99,211.84,51377400,0.1479,0.3149,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-22,212.49,214.3,211.59,213.75,46404100,0.1496,0.3144,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-23,214.35,214.5,211.77,213.5,46989300,0.1466,0.3144,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-24,213.25,215.04,212.88,213.11,46022600,0.1473,0.3144,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-25,214.05,214.59,212.75,213.23,40268800,0.146,0.3144,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-28,213.38,214.2,212.41,213.4,37858000,0.146,0.313,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-29,213.53,214.16,210.18,210.63,51411700,0.1422,0.3132,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-30,211.26,211.75,207.09,208.42,45512500,0.1416,0.3134,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-07-31,207.86,209.2,206.53,206.94,80698400,0.1182,0.3135,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-01,210.23,212.93,200.89,201.77,104434500,0.1434,0.3145,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-04,203.89,207.25,201.07,202.73,75109300,0.1352,0.3142,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-05,202.78,204.72,201.55,202.3,44155100,0.135,0.3137,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-06,205.01,214.73,204.97,212.6,108483100,0.2264,0.3176,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-07,218.22,220.18,215.92,219.36,90224800,0.251,0.3153,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-08,220.16,230.3,218.58,228.65,113854000,0.2858,0.3178,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-11,227.49,229.12,224.33,226.75,61806100,0.2833,0.3177,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-12,227.58,230.36,226.64,229.21,55626200,0.2841,0.3174,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-13,230.63,234.55,229.99,232.89,69878500,0.2868,0.3175,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-14,233.61,234.67,230.41,232.34,51916300,0.2874,0.3175,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-15,233.55,233.83,228.9,231.15,56038700,0.2897,0.3171,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-18,231.26,232.68,229.67,230.45,37476200,0.2909,0.3171,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-19,230.84,232.43,228.91,230.12,39402600,0.291,0.3168,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-20,229.54,230.03,225.34,225.58,42263900,0.3025,0.3174,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-21,225.84,226.09,223.35,224.47,30621200,0.3033,0.3174,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-22,225.74,228.65,224.98,227.33,42477800,0.3053,0.3177,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-25,226.05,228.86,225.8,226.73,30983100,0.3059,0.3177,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-26,226.44,229.05,224.26,228.87,54575100,0.3006,0.3177,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-27,228.18,230.46,227.83,230.05,31259500,0.2955,0.3176,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-28,230.38,232.97,228.9,232.12,38074700,0.2923,0.3177,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-08-29,232.07,232.94,230.93,231.7,39418400,0.2702,0.3177,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-02,228.81,230.41,226.54,229.28,44075600,0.2772,0.3178,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-03,236.76,238.4,233.91,238.02,66427800,0.2963,0.3197,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-04,238.0,239.44,236.29,239.32,47549400,0.2525,0.3197,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-05,239.54,240.86,238.04,239.23,54870400,0.2347,0.3185,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-08,238.84,239.69,235.89,237.43,48999500,0.1925,0.3184,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-09,236.55,238.33,232.92,233.9,66313900,0.1984,0.3187,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-10,231.75,231.98,225.52,226.36,83440800,0.2294,0.3204,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-11,226.45,230.01,226.22,229.59,50208600,0.2278,0.3207,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-12,228.78,234.06,228.58,233.62,55824200,0.2366,0.3211,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-15,236.55,237.74,234.58,236.25,42699500,0.2387,0.3211,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-16,236.73,240.76,235.87,237.7,63421100,0.2388,0.3211,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-17,238.52,239.64,237.28,238.54,46508000,0.2387,0.3212,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-18,239.51,240.74,236.2,237.43,44249600,0.226,0.3199,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-19,240.77,245.83,239.75,245.03,163741300,0.2462,0.3214,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-22,247.83,256.15,247.65,255.59,105517400,0.2794,0.3237,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-23,255.39,256.85,253.1,253.95,60275200,0.2813,0.3217,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-24,254.73,255.25,250.56,251.83,42303700,0.2852,0.3218,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-25,252.73,256.68,251.23,256.38,55202100,0.289,0.3222,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-26,253.62,257.11,253.3,254.97,46076300,0.2912,0.3223,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-29,254.08,254.51,252.53,253.95,40127700,0.292,0.3222,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-09-30,254.38,255.43,252.63,254.15,37704300,0.287,0.3222,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-01,254.55,258.3,254.45,254.96,48713900,0.2605,0.3222,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-02,256.09,257.69,253.67,256.64,42630200,0.2606,0.3215,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-03,254.19,258.75,253.47,257.53,49155600,0.2602,0.3201,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-06,257.5,258.58,254.56,256.2,44664100,0.259,0.3202,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-07,256.32,256.91,254.94,255.99,31955800,0.2501,0.3201,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-08,256.03,258.03,255.62,257.57,36496900,0.2076,0.3201,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-09,257.32,257.51,252.66,253.56,38322000,0.2197,0.3197,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-10,254.46,255.89,243.54,244.8,61999100,0.2563,0.3212,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-13,248.91,249.21,245.09,247.19,38142900,0.2557,0.3209,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-14,246.13,248.38,244.23,247.3,35478000,0.2553,0.3209,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-15,249.02,251.34,247.0,248.87,33893600,0.2557,0.3209,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-16,247.78,248.57,244.66,246.98,39777000,0.257,0.3206,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-17,247.55,252.9,246.8,251.81,49147000,0.2416,0.321,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-20,255.4,263.88,255.14,261.74,90483000,0.2339,0.3231,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-21,261.38,264.79,261.33,262.27,46695900,0.2322,0.3231,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-22,262.15,262.35,254.94,257.96,45015300,0.2386,0.3234,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-23,259.45,260.12,257.52,259.09,32754900,0.2307,0.3233,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-24,260.69,263.63,258.69,262.32,38253700,0.2333,0.3235,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-27,264.38,268.61,264.15,268.3,44888200,0.2439,0.3235,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-28,268.48,269.38,267.64,268.49,41534800,0.2439,0.3235,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-29,268.77,270.89,266.6,269.19,51086700,0.2439,0.3235,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-30,271.47,273.62,267.97,270.88,69886500,0.2438,0.3234,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-10-31,276.46,276.79,268.65,269.86,86167100,0.2449,0.3235,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-03,269.91,270.33,265.74,268.54,50194600,0.2448,0.3231,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-04,267.82,270.97,267.11,269.53,49274800,0.2445,0.3226,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-05,268.1,271.18,266.42,269.63,43683100,0.2442,0.3223,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-06,267.38,272.88,267.38,269.26,51204000,0.2354,0.3222,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-07,269.29,271.77,266.26,267.96,48227400,0.1906,0.3222,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-10,268.71,273.47,267.21,269.18,41312400,0.1896,0.3222,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-11,269.56,275.65,269.55,274.99,46208300,0.1984,0.3222,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-12,274.74,275.47,271.45,273.21,48398000,0.2027,0.3223,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-13,273.85,276.44,271.84,272.69,49602800,0.1991,0.3221,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-14,270.8,275.7,269.35,272.16,47431300,0.1929,0.3221,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-17,268.57,270.24,265.48,267.21,45018300,0.1598,0.3226,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-18,269.74,270.46,265.07,267.19,45677300,0.1598,0.3224,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-19,265.28,271.96,265.25,268.31,40424500,0.146,0.322,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-20,270.58,275.17,265.67,266.0,45823600,0.1504,0.3219,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-21,265.7,273.07,265.42,271.24,59030800,0.1592,0.3225,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-24,270.65,276.74,270.65,275.66,65585800,0.1495,0.3228,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-25,275.01,280.12,274.99,276.71,46914200,0.1497,0.3228,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-26,276.7,279.27,276.37,277.29,33431400,0.1497,0.3228,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-11-28,277.0,278.74,275.73,278.59,20135600,0.1491,0.3226,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-01,277.75,283.16,275.88,282.84,46587700,0.1553,0.3228,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-02,282.74,287.13,282.37,285.92,53669500,0.1556,0.323,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-03,285.93,288.35,283.04,283.88,43538700,0.1598,0.3229,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-04,283.83,284.46,278.33,280.44,43989100,0.1682,0.3231,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-05,280.28,280.88,277.79,278.52,47265800,0.1707,0.3229,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-08,277.87,279.41,275.89,277.63,38211800,0.17,0.3229,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-09,277.9,279.77,276.66,276.92,32193300,0.1703,0.323,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-10,277.49,279.49,276.18,278.52,33038300,0.1544,0.323,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-11,278.84,279.33,273.55,277.77,33248000,0.1526,0.3226,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-12,277.64,278.96,276.56,278.02,39532900,0.1523,0.3226,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-15,279.89,279.89,272.58,273.85,50409100,0.1624,0.3229,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-16,272.56,275.24,271.54,274.35,37648600,0.1467,0.3229,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-17,274.75,275.9,271.39,271.59,50138700,0.1522,0.3231,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-18,273.35,273.37,266.7,271.94,51630700,0.1517,0.3229,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-19,271.9,274.34,269.65,273.41,144632000,0.1485,0.3228,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-22,272.6,273.62,270.26,270.72,36571800,0.1371,0.3222,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-23,270.59,272.25,269.31,272.11,29642000,0.1248,0.3222,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-24,272.09,275.17,271.95,273.55,17910600,0.1256,0.3217,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-26,273.9,275.11,272.6,273.14,21521800,0.1252,0.3217,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-29,272.44,274.1,272.1,273.5,23715200,0.1239,0.3215,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-30,272.55,273.82,272.03,272.82,22139600,0.1084,0.3215,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2025-12-31,272.8,273.42,271.5,271.61,27293600,0.0978,0.3212,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-02,272.01,277.58,268.75,270.76,37838100,0.0964,0.321,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-05,270.39,271.26,265.89,267.01,45647200,0.0988,0.3212,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-06,266.75,267.3,261.87,262.11,52352100,0.1133,0.3206,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-07,262.95,263.43,259.57,260.09,48309800,0.1146,0.3207,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-08,256.78,259.05,255.46,258.8,50419300,0.1147,0.3207,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-09,258.84,259.97,255.98,259.13,39997000,0.111,0.3205,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-12,258.92,261.06,256.56,260.01,45263800,0.1137,0.3205,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-13,258.48,261.57,258.15,260.81,45730800,0.115,0.3195,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-14,259.25,261.58,256.47,259.72,40019400,0.1062,0.3194,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-15,260.41,260.8,256.81,257.97,39388600,0.1058,0.3194,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-16,257.66,258.66,254.69,255.29,72142800,0.1061,0.319,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-20,252.49,254.55,243.19,246.47,80267500,0.1541,0.3183,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-21,248.47,251.32,244.95,247.42,54641700,0.1528,0.3182,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-22,248.97,250.77,247.92,248.12,39708300,0.1541,0.3165,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-23,247.09,249.18,244.45,247.81,41689000,0.1505,0.3165,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-26,251.24,256.32,249.57,255.17,55969200,0.1904,0.3178,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-27,258.93,261.71,257.97,258.03,49648300,0.1973,0.3179,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-28,257.41,258.62,254.27,256.2,41288000,0.1972,0.3165,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-29,257.76,259.41,254.17,258.04,67253000,0.2006,0.3146,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-01-30,254.93,261.66,251.94,259.24,92443400,0.2022,0.3146,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-02,259.79,270.24,258.97,269.76,73913400,0.2513,0.317,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-03,268.95,271.63,267.36,269.23,64394700,0.2462,0.3169,2026-04-29 18:31:18.793436,20260429_183118,AAPL
