contractSymbol,expiry,option_type,strike,bid,ask,lastPrice,volume,openInterest,impliedVolatility,delta,gamma,theta,vega,inTheMoney,snapshot_time,snapshot_str,ticker
AAPL260501P00195000,2026-05-01,put,195.0,0.0,0.05,0.01,15.0,100,1.3125034374999998,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00200000,2026-05-01,put,200.0,0.01,0.06,0.02,4.0,2676,1.2578162109375,-0.0,0.0,-0.0001,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00205000,2026-05-01,put,205.0,0.01,0.03,0.02,27.0,699,1.1015669921875002,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00210000,2026-05-01,put,210.0,0.01,0.03,0.03,4.0,3222,1.015629921875,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00215000,2026-05-01,put,215.0,0.02,0.04,0.03,14.0,943,0.9687503125,-0.0,0.0,-0.0001,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00220000,2026-05-01,put,220.0,0.03,0.05,0.03,157.0,1345,0.9062509375,-0.0,0.0,-0.0002,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00225000,2026-05-01,put,225.0,0.04,0.05,0.05,2771.0,1376,0.8281267187499999,-0.0,0.0,-0.0003,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00227500,2026-05-01,put,227.5,0.05,0.07,0.07,66.0,110,0.8125018749999999,-0.0,0.0,-0.0006,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00230000,2026-05-01,put,230.0,0.06,0.09,0.07,1988.0,1659,0.789064609375,-0.0,0.0,-0.001,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00232500,2026-05-01,put,232.5,0.03,0.1,0.09,41.0,81,0.726565234375,-0.0,0.0,-0.0008,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00235000,2026-05-01,put,235.0,0.06,0.11,0.1,383.0,1606,0.7070341796875,-0.0001,0.0,-0.0015,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00237500,2026-05-01,put,237.5,0.12,0.14,0.15,145.0,1478,0.70312796875,-0.0002,0.0001,-0.004,0.0001,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00240000,2026-05-01,put,240.0,0.17,0.19,0.18,710.0,6386,0.6904327832031252,-0.0005,0.0002,-0.0084,0.0002,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00242500,2026-05-01,put,242.5,0.21,0.24,0.23,329.0,607,0.6650424121093752,-0.0009,0.0003,-0.0142,0.0004,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00245000,2026-05-01,put,245.0,0.28,0.3,0.3,864.0,3528,0.6435582519531251,-0.0017,0.0006,-0.0252,0.0008,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00247500,2026-05-01,put,247.5,0.37,0.4,0.4,222.0,3560,0.6250037500000001,-0.0035,0.0012,-0.046,0.0015,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00250000,2026-05-01,put,250.0,0.51,0.54,0.54,2201.0,17500,0.6103554589843752,-0.0072,0.0023,-0.0856,0.0028,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00252500,2026-05-01,put,252.5,0.7,0.72,0.72,2090.0,2447,0.59570716796875,-0.0143,0.0043,-0.1524,0.0051,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00255000,2026-05-01,put,255.0,0.93,0.98,0.97,8345.0,5791,0.5810588769531251,-0.0274,0.0077,-0.2586,0.0089,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00257500,2026-05-01,put,257.5,1.26,1.35,1.32,1073.0,4493,0.5712933496093751,-0.052,0.0132,-0.4279,0.015,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00260000,2026-05-01,put,260.0,1.68,1.77,1.75,3199.0,6083,0.5568891967773439,-0.0908,0.0208,-0.6404,0.0231,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00262500,2026-05-01,put,262.5,2.26,2.35,2.38,1604.0,2042,0.5478560839843751,-0.153,0.0305,-0.9096,0.0334,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00265000,2026-05-01,put,265.0,3.0,3.1,3.04,3083.0,4817,0.5407760766601564,-0.2415,0.0408,-1.1835,0.0441,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00267500,2026-05-01,put,267.5,3.9,4.1,4.1,2064.0,2796,0.5376022802734376,-0.355,0.049,-1.4017,0.0526,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00270000,2026-05-01,put,270.0,4.95,5.15,5.08,4844.0,6292,0.5256395092773438,-0.4834,0.0536,-1.4632,0.0564,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00272500,2026-05-01,put,272.5,6.2,6.8,6.54,647.0,1654,0.5354050366210938,-0.6131,0.0506,-1.4258,0.0541,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00275000,2026-05-01,put,275.0,7.75,8.2,8.06,2225.0,2583,0.5283250292968751,-0.733,0.044,-1.2002,0.0465,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00277500,2026-05-01,put,277.5,9.15,10.2,9.57,46.0,1151,0.5261277856445312,-0.8298,0.034,-0.9103,0.0358,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00280000,2026-05-01,put,280.0,11.35,11.75,11.64,468.0,5544,0.5258836474609375,-0.8997,0.0237,-0.6195,0.0249,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00282500,2026-05-01,put,282.5,11.85,15.45,13.35,11.0,2112,0.5385788330078126,-0.9411,0.0154,-0.4105,0.0166,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00285000,2026-05-01,put,285.0,14.35,16.25,15.77,46.0,744,0.6191444335937502,-0.9483,0.0121,-0.4266,0.015,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00287500,2026-05-01,put,287.5,16.8,19.95,19.0,10.0,200,0.6169471899414063,-0.9716,0.0075,-0.2453,0.0092,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00290000,2026-05-01,put,290.0,18.05,22.3,21.2,1.0,56,0.507817421875,-0.9959,0.0017,-0.0036,0.0017,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00292500,2026-05-01,put,292.5,20.55,24.7,22.47,1.0,57,0.5371140039062501,-0.9975,0.001,0.0104,0.0011,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00295000,2026-05-01,put,295.0,22.9,27.1,24.75,65.0,58,0.52539537109375,-0.9993,0.0003,0.0309,0.0004,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00297500,2026-05-01,put,297.5,25.25,29.5,27.29,1.0,76,1.0459032080078128,-0.9582,0.006,-0.621,0.0126,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00300000,2026-05-01,put,300.0,27.85,32.05,29.53,6.0,55,0.5732464550781251,-0.9997,0.0001,0.0372,0.0001,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00305000,2026-05-01,put,305.0,32.8,36.95,33.8,,0,0.5664105859375,-1.0,0.0,0.0414,0.0,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00310000,2026-05-01,put,310.0,37.75,42.0,42.5,1.0,0,0.632816171875,-1.0,0.0,0.0421,0.0,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00360000,2026-05-01,put,360.0,88.2,91.9,107.6,,0,1.4609401953124999,-0.9999,0.0,0.0451,0.0001,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00200000,2026-05-04,call,200.0,68.15,71.75,71.5,2.0,5,1.6186542504882815,0.9688,0.0015,-0.4289,0.0199,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00240000,2026-05-04,call,240.0,28.45,32.6,30.0,,1,0.55273884765625,0.9815,0.0029,-0.1209,0.0128,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00247500,2026-05-04,call,247.5,21.6,25.35,25.09,2.0,2,0.5278367529296876,0.9478,0.0072,-0.2312,0.0302,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00250000,2026-05-04,call,250.0,19.5,22.0,20.85,51.0,129,0.6235389208984375,0.8906,0.0106,-0.4429,0.053,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00255000,2026-05-04,call,255.0,15.15,18.15,16.4,1.0,38,0.632816171875,0.8196,0.0147,-0.6159,0.0743,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00257500,2026-05-04,call,257.5,13.9,15.55,14.43,70.0,4,0.5627485131835939,0.8035,0.0174,-0.5789,0.0783,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00260000,2026-05-04,call,260.0,11.9,12.7,12.1,121.0,123,0.4694877270507813,0.7929,0.0215,-0.5022,0.0809,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00262500,2026-05-04,call,262.5,10.1,10.85,10.0,441.0,32,0.46143116699218756,0.7362,0.025,-0.559,0.0924,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00265000,2026-05-04,call,265.0,8.45,9.0,8.57,292.0,349,0.44336494140625,0.6741,0.0287,-0.5886,0.1019,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00267500,2026-05-04,call,267.5,6.85,7.4,7.1,498.0,457,0.43420975952148444,0.6,0.0315,-0.6144,0.1093,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00270000,2026-05-04,call,270.0,5.6,5.9,5.7,1388.0,802,0.42090422851562503,0.5194,0.0335,-0.6115,0.1127,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00272500,2026-05-04,call,272.5,4.35,4.75,4.5,674.0,542,0.42090422851562503,0.4363,0.0331,-0.6017,0.1114,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00275000,2026-05-04,call,275.0,3.45,3.65,3.51,1171.0,1554,0.41211525390625,0.3533,0.0319,-0.5542,0.1051,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00277500,2026-05-04,call,277.5,2.6,2.85,2.71,362.0,298,0.41358008300781246,0.2796,0.0288,-0.5019,0.0951,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00280000,2026-05-04,call,280.0,2.01,2.14,2.03,1217.0,1338,0.4102842175292969,0.2125,0.025,-0.4286,0.0821,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00282500,2026-05-04,call,282.5,1.48,1.58,1.53,231.0,173,0.40796490478515623,0.1561,0.0207,-0.3509,0.0677,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00285000,2026-05-04,call,285.0,1.09,1.23,1.05,539.0,627,0.4162656030273437,0.1166,0.0167,-0.2928,0.0555,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00287500,2026-05-04,call,287.5,0.78,0.85,0.79,94.0,181,0.4096738720703125,0.0785,0.0126,-0.215,0.0414,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00290000,2026-05-04,call,290.0,0.56,0.63,0.6,604.0,703,0.41431249755859373,0.0549,0.0095,-0.1648,0.0314,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00292500,2026-05-04,call,292.5,0.41,0.46,0.44,173.0,66,0.41797457031249996,0.0375,0.0069,-0.1222,0.0231,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00295000,2026-05-04,call,295.0,0.29,0.34,0.32,632.0,632,0.4233456103515625,0.0256,0.005,-0.0902,0.0169,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00297500,2026-05-04,call,297.5,0.16,0.28,0.25,10.0,15,0.4379939013671875,0.0194,0.0038,-0.0737,0.0133,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00300000,2026-05-04,call,300.0,0.16,0.2,0.17,364.0,1073,0.44043528320312497,0.0127,0.0026,-0.0514,0.0093,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00305000,2026-05-04,call,305.0,0.07,0.11,0.09,1585.0,185,0.45215391601562505,0.0058,0.0013,-0.0264,0.0046,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00310000,2026-05-04,call,310.0,0.03,0.06,0.06,123.0,334,0.46289599609375004,0.0025,0.0006,-0.013,0.0022,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00320000,2026-05-04,call,320.0,0.0,0.05,0.03,2.0,149,0.500005,0.0007,0.0002,-0.0043,0.0007,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00325000,2026-05-04,call,325.0,0.0,0.04,0.02,3.0,12,0.5312546875,0.0005,0.0001,-0.0034,0.0005,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504C00330000,2026-05-04,call,330.0,0.0,0.54,0.05,,2,0.788088056640625,0.0087,0.0011,-0.0663,0.0067,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00200000,2026-05-04,put,200.0,0.0,0.03,0.03,10.0,1,0.8203142968749999,-0.0002,0.0,-0.0021,0.0002,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00205000,2026-05-04,put,205.0,0.01,0.03,0.03,9.0,45,0.7812521875,-0.0003,0.0001,-0.0031,0.0003,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00210000,2026-05-04,put,210.0,0.01,0.03,0.07,1.0,21,0.7187528125,-0.0003,0.0001,-0.0032,0.0004,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00215000,2026-05-04,put,215.0,0.02,0.14,0.04,83.0,32,0.7656273437500001,-0.0019,0.0003,-0.0162,0.0017,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00220000,2026-05-04,put,220.0,0.03,0.08,0.04,72.0,15,0.6640658593750002,-0.0014,0.0002,-0.0104,0.0013,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00225000,2026-05-04,put,225.0,0.04,0.3,0.07,51.0,23,0.700198310546875,-0.0055,0.0008,-0.039,0.0045,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00230000,2026-05-04,put,230.0,0.09,0.11,0.11,41.0,7,0.5800823242187501,-0.0036,0.0007,-0.0218,0.003,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00235000,2026-05-04,put,235.0,0.13,0.29,0.13,9.0,50,0.5751995605468749,-0.0093,0.0015,-0.0503,0.007,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00237500,2026-05-04,put,237.5,0.17,0.22,0.17,7.0,6,0.5312546875,-0.0093,0.0017,-0.0464,0.007,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00240000,2026-05-04,put,240.0,0.22,0.4,0.22,153.0,79,0.5385788330078126,-0.0163,0.0027,-0.0766,0.0115,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00245000,2026-05-04,put,245.0,0.35,0.41,0.38,296.0,1753,0.4887746435546876,-0.0257,0.0043,-0.1025,0.0169,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00247500,2026-05-04,put,247.5,0.47,0.52,0.51,141.0,85,0.4731497998046875,-0.0355,0.0058,-0.1295,0.0221,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00250000,2026-05-04,put,250.0,0.62,0.69,0.66,101.0,1766,0.4626518579101563,-0.0508,0.008,-0.1688,0.0295,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00252500,2026-05-04,put,252.5,0.82,0.92,0.86,72.0,296,0.45386288330078123,-0.0723,0.0107,-0.2181,0.0389,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00255000,2026-05-04,put,255.0,1.07,1.19,1.16,249.0,216,0.44165597412109375,-0.0994,0.014,-0.2691,0.0494,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00257500,2026-05-04,put,257.5,1.46,1.6,1.51,122.0,264,0.436529072265625,-0.1388,0.0179,-0.3362,0.0626,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00260000,2026-05-04,put,260.0,1.93,2.1,2.07,338.0,412,0.4299373413085938,-0.1875,0.0221,-0.402,0.0761,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00262500,2026-05-04,put,262.5,2.51,2.74,2.67,411.0,62,0.4246883703613281,-0.2475,0.0263,-0.4652,0.0894,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00265000,2026-05-04,put,265.0,3.25,3.55,3.45,413.0,523,0.42163664306640625,-0.3184,0.0299,-0.5198,0.1009,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00267500,2026-05-04,put,267.5,4.2,4.5,4.41,147.0,281,0.4172421557617187,-0.3968,0.0327,-0.5535,0.109,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00270000,2026-05-04,put,270.0,5.35,5.8,5.43,365.0,254,0.4260311303710938,-0.4806,0.0331,-0.5817,0.1127,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00272500,2026-05-04,put,272.5,5.95,7.75,6.87,203.0,208,0.46973186523437505,-0.5552,0.0297,-0.6347,0.1117,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00275000,2026-05-04,put,275.0,7.95,8.7,8.21,206.0,233,0.428716650390625,-0.6406,0.0308,-0.5419,0.1057,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00280000,2026-05-04,put,280.0,11.3,12.35,12.4,12.0,64,0.44385321777343745,-0.7686,0.0243,-0.4481,0.0862,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00282500,2026-05-04,put,282.5,12.5,14.15,13.67,3.0,7,0.43201251586914063,-0.8295,0.0208,-0.3548,0.0717,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00285000,2026-05-04,put,285.0,13.95,18.0,16.14,2.0,16,0.6084023535156251,-0.7877,0.0169,-0.5924,0.082,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260504P00290000,2026-05-04,put,290.0,18.4,22.45,15.65,,2,0.6555210229492189,-0.8389,0.0132,-0.5325,0.0691,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
