contractSymbol,expiry,option_type,strike,bid,ask,lastPrice,volume,openInterest,impliedVolatility,delta,gamma,theta,vega,inTheMoney,snapshot_time,snapshot_str,ticker
AAPL260429C00247500,2026-04-29,call,247.5,22.1,23.75,22.75,17.0,5,0.9941406835937501,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00250000,2026-04-29,call,250.0,19.55,21.4,20.0,30.0,174,0.9345709667968749,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00252500,2026-04-29,call,252.5,17.15,18.75,17.44,14.0,99,0.82226740234375,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00255000,2026-04-29,call,255.0,14.6,16.25,14.9,85.0,142,0.711916943359375,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00257500,2026-04-29,call,257.5,12.25,13.65,12.6,234.0,204,0.6289099609375001,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00260000,2026-04-29,call,260.0,9.8,10.35,9.95,522.0,667,0.47852083984375,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00262500,2026-04-29,call,262.5,7.3,8.7,7.42,1535.0,1248,0.657229990234375,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00265000,2026-04-29,call,265.0,5.0,6.1,5.15,4894.0,1976,0.49805189453125004,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00267500,2026-04-29,call,267.5,2.52,3.55,2.55,24685.0,3651,0.34326828613281246,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00270000,2026-04-29,call,270.0,0.48,0.76,0.48,136367.0,8536,0.11914943359374999,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00272500,2026-04-29,call,272.5,0.03,0.05,0.04,105850.0,17658,0.11133701171874999,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00275000,2026-04-29,call,275.0,0.0,0.01,0.01,36422.0,24832,0.15235222656250003,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00277500,2026-04-29,call,277.5,0.0,0.01,0.01,13119.0,9216,0.21875781249999998,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00280000,2026-04-29,call,280.0,0.0,0.01,0.01,5578.0,22914,0.28125718749999995,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00282500,2026-04-29,call,282.5,0.0,0.01,0.01,2039.0,3188,0.3437565625,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00285000,2026-04-29,call,285.0,0.0,0.01,0.01,108.0,5731,0.398443515625,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00287500,2026-04-29,call,287.5,0.0,0.01,0.02,311.0,1026,0.45313046875,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00290000,2026-04-29,call,290.0,0.0,0.01,0.01,36.0,2752,0.51562984375,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00292500,2026-04-29,call,292.5,0.0,0.01,0.01,25.0,104,0.5312546875,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00295000,2026-04-29,call,295.0,0.0,0.01,0.01,29.0,1912,0.57812921875,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00297500,2026-04-29,call,297.5,0.0,0.04,0.04,59.0,1569,0.726565234375,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00300000,2026-04-29,call,300.0,0.0,0.01,0.01,139.0,4911,0.6875031250000001,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00305000,2026-04-29,call,305.0,0.0,0.01,0.01,4.0,91,0.7812521875,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00310000,2026-04-29,call,310.0,0.0,0.01,0.01,1.0,916,0.87500125,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00315000,2026-04-29,call,315.0,0.0,0.01,0.03,5.0,30,0.9687503125,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00320000,2026-04-29,call,320.0,0.0,0.01,0.01,957.0,959,1.0625046875000002,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00325000,2026-04-29,call,325.0,0.0,0.01,0.01,1489.0,1007,1.125004375,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429C00330000,2026-04-29,call,330.0,0.0,0.01,0.01,1010.0,1033,1.21875390625,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00185000,2026-04-29,put,185.0,0.0,0.01,0.01,14.0,7504,2.2500043749999996,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00190000,2026-04-29,put,190.0,0.0,0.01,0.01,1.0,7502,2.1250046874999997,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00195000,2026-04-29,put,195.0,0.0,0.01,0.09,,1,1.9375003125,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00200000,2026-04-29,put,200.0,0.0,0.01,0.01,6000.0,6001,1.8125009374999999,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00210000,2026-04-29,put,210.0,0.0,0.21,0.01,10.0,4,2.1171922070312497,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00215000,2026-04-29,put,215.0,0.0,0.01,0.01,1.0,50,1.40625296875,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00220000,2026-04-29,put,220.0,0.0,0.01,0.01,8.0,512,1.2812535937499998,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00225000,2026-04-29,put,225.0,0.0,0.05,0.05,8.0,42,1.3437532812499997,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00230000,2026-04-29,put,230.0,0.0,0.01,0.01,25.0,74,1.0312548437500002,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00235000,2026-04-29,put,235.0,0.0,0.01,0.01,17.0,1178,0.9062509375,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00237500,2026-04-29,put,237.5,0.0,0.23,0.05,2.0,46,1.1953165234375,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00240000,2026-04-29,put,240.0,0.0,0.15,0.04,18.0,326,1.0429735351562504,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00242500,2026-04-29,put,242.5,0.0,0.01,0.01,723.0,195,0.7187528125,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00245000,2026-04-29,put,245.0,0.0,0.05,0.01,180.0,463,0.7656273437500001,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00247500,2026-04-29,put,247.5,0.0,0.01,0.01,61.0,338,0.5937540625000001,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00250000,2026-04-29,put,250.0,0.0,0.01,0.01,328.0,701,0.5312546875,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00252500,2026-04-29,put,252.5,0.0,0.01,0.01,156.0,468,0.500005,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00255000,2026-04-29,put,255.0,0.0,0.01,0.01,447.0,2274,0.42969320312500003,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00257500,2026-04-29,put,257.5,0.0,0.01,0.01,704.0,3585,0.367193828125,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00260000,2026-04-29,put,260.0,0.0,0.01,0.01,1270.0,2574,0.29688203124999996,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00262500,2026-04-29,put,262.5,0.0,0.01,0.01,4014.0,9502,0.23438265625,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00265000,2026-04-29,put,265.0,0.0,0.02,0.02,21125.0,7455,0.18164880859375,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00267500,2026-04-29,put,267.5,0.05,0.07,0.05,52632.0,3657,0.13575083007812502,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00270000,2026-04-29,put,270.0,0.32,0.45,0.35,38889.0,3412,0.0942473388671875,,,,,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00272500,2026-04-29,put,272.5,2.06,2.55,2.3,2149.0,777,0.1713950048828125,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00275000,2026-04-29,put,275.0,4.05,5.2,5.1,1216.0,580,0.32910827148437494,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00277500,2026-04-29,put,277.5,6.35,7.75,7.58,106.0,248,0.45313046875,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00280000,2026-04-29,put,280.0,8.85,10.25,10.13,67.0,32,0.5546919531250001,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00282500,2026-04-29,put,282.5,11.2,13.15,12.81,2.0,2,0.79101771484375,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00285000,2026-04-29,put,285.0,13.65,15.7,15.26,21.0,0,0.9106454248046875,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00287500,2026-04-29,put,287.5,16.35,18.15,17.59,17.0,0,0.993164130859375,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00290000,2026-04-29,put,290.0,19.6,21.15,20.2,1.0,2,0.9785158398437501,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00295000,2026-04-29,put,295.0,23.65,26.7,23.0,,0,1.040043862304688,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00300000,2026-04-29,put,300.0,28.55,31.5,29.8,5.0,8,1.0742233789062503,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260429P00310000,2026-04-29,put,310.0,39.45,41.5,43.8,2.0,0,1.6806656591796876,,,,,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00110000,2026-05-01,call,110.0,158.2,160.95,160.32,2.0,10,5.109378613281249,0.9998,0.0,-0.0472,0.0001,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00120000,2026-05-01,call,120.0,148.35,151.3,148.83,48.0,3,4.967777227783202,0.9994,0.0,-0.0873,0.0003,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00145000,2026-05-01,call,145.0,123.25,126.65,123.87,22.0,1,4.1377001403808595,0.9986,0.0001,-0.1565,0.0007,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00150000,2026-05-01,call,150.0,118.65,121.3,118.4,2.0,1,3.7382819042968753,0.9991,0.0001,-0.1053,0.0005,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00175000,2026-05-01,call,175.0,93.1,96.9,94.03,6.0,37,3.1528341491699217,0.9967,0.0002,-0.247,0.0014,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00180000,2026-05-01,call,180.0,88.1,91.9,89.05,8.0,36,2.982912698974609,0.9963,0.0003,-0.2565,0.0016,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00185000,2026-05-01,call,185.0,83.1,86.9,84.01,4.0,1,2.8173857690429687,0.9959,0.0003,-0.2672,0.0017,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00190000,2026-05-01,call,190.0,78.15,81.75,81.15,11.0,12,2.599612875976563,0.996,0.0003,-0.2413,0.0017,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00195000,2026-05-01,call,195.0,73.15,76.75,63.92,1.0,1,2.442874986572266,0.9955,0.0004,-0.2522,0.0018,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00200000,2026-05-01,call,200.0,68.15,71.8,67.41,10.0,31,2.3061565783691402,0.9947,0.0005,-0.2773,0.0022,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00205000,2026-05-01,call,205.0,63.15,66.55,64.92,3.0,7,2.07031732421875,0.9954,0.0005,-0.2253,0.0019,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00210000,2026-05-01,call,210.0,58.25,61.9,60.83,1.0,57,2.0341846020507814,0.9923,0.0007,-0.3348,0.003,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00215000,2026-05-01,call,215.0,53.25,56.75,54.97,1.0,28,1.8417976660156248,0.9922,0.0008,-0.3078,0.003,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00220000,2026-05-01,call,220.0,49.15,51.35,49.4,1.0,214,0.98437515625,1.0,0.0,-0.031,0.0,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00225000,2026-05-01,call,225.0,43.3,46.8,42.75,1.0,37,1.565920139160156,0.9885,0.0014,-0.3627,0.0042,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00230000,2026-05-01,call,230.0,38.55,40.85,40.22,143.0,302,1.1469769213867185,0.9967,0.0006,-0.1128,0.0014,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00232500,2026-05-01,call,232.5,36.35,39.5,40.92,1.0,33,0.8945323046874999,0.9994,0.0002,-0.0454,0.0003,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00235000,2026-05-01,call,235.0,33.95,36.1,36.07,1.0,165,1.1015669921875002,0.9929,0.0013,-0.1864,0.0028,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00237500,2026-05-01,call,237.5,31.0,33.8,31.89,5.0,25,1.0903365795898439,0.989,0.0019,-0.256,0.0041,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00240000,2026-05-01,call,240.0,29.0,30.85,30.41,27.0,3853,0.9003916210937499,0.9944,0.0012,-0.1338,0.0022,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00242500,2026-05-01,call,242.5,27.05,28.45,27.51,3.0,108,0.5625043750000001,0.9999,0.0001,-0.035,0.0001,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00245000,2026-05-01,call,245.0,24.1,25.95,24.88,14.0,369,0.8037129003906249,0.9906,0.0022,-0.1769,0.0036,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00247500,2026-05-01,call,247.5,22.55,24.15,23.2,4.0,23,0.7143583251953125,0.991,0.0024,-0.1562,0.0034,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00250000,2026-05-01,call,250.0,20.3,21.3,20.69,263.0,1597,0.6391637646484375,0.9904,0.0029,-0.1505,0.0037,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00252500,2026-05-01,call,252.5,17.8,18.85,18.2,6.0,78,0.5825237060546875,0.9874,0.004,-0.1684,0.0046,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00255000,2026-05-01,call,255.0,15.75,16.45,15.89,160.0,3579,0.57617611328125,0.9736,0.0075,-0.2835,0.0087,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00257500,2026-05-01,call,257.5,13.6,14.25,13.8,164.0,541,0.5632367895507813,0.9504,0.0129,-0.4416,0.0145,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00260000,2026-05-01,call,260.0,11.8,12.3,11.77,588.0,4778,0.57812921875,0.9011,0.0213,-0.7437,0.0246,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00262500,2026-05-01,call,262.5,9.8,10.45,9.77,852.0,875,0.5661664477539063,0.8392,0.0305,-1.007,0.0345,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00265000,2026-05-01,call,265.0,8.1,8.45,8.35,1210.0,5642,0.5468795312500001,0.7562,0.0405,-1.2395,0.0443,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00267500,2026-05-01,call,267.5,6.65,6.95,6.75,6082.0,2740,0.5512740185546876,0.6418,0.0479,-1.4788,0.0528,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00270000,2026-05-01,call,270.0,5.3,5.5,5.32,16846.0,10236,0.5441940112304688,0.5164,0.0518,-1.5524,0.0564,True,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00272500,2026-05-01,call,272.5,4.1,4.3,4.2,5804.0,4599,0.5383346948242189,0.3875,0.0503,-1.4718,0.0542,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00275000,2026-05-01,call,275.0,3.15,3.25,3.2,11013.0,22369,0.534184345703125,0.2693,0.0437,-1.2571,0.0467,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00277500,2026-05-01,call,277.5,2.36,2.47,2.4,3395.0,8482,0.5344284838867188,0.1741,0.034,-0.9772,0.0363,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00280000,2026-05-01,call,280.0,1.74,1.8,1.75,7251.0,14526,0.5324753784179688,0.1032,0.0239,-0.6799,0.0254,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00282500,2026-05-01,call,282.5,1.24,1.3,1.25,4508.0,9113,0.5307664111328125,0.0562,0.0151,-0.4267,0.016,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00285000,2026-05-01,call,285.0,0.88,0.93,0.91,5169.0,10920,0.532231240234375,0.0288,0.0087,-0.2483,0.0093,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00287500,2026-05-01,call,287.5,0.62,0.66,0.63,2199.0,2893,0.5351608984375,0.0139,0.0047,-0.1346,0.005,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00290000,2026-05-01,call,290.0,0.43,0.45,0.45,5611.0,9754,0.5361374511718751,0.0061,0.0023,-0.0658,0.0024,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00292500,2026-05-01,call,292.5,0.29,0.31,0.3,627.0,2561,0.5390671093750001,0.0026,0.0011,-0.0306,0.0011,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00295000,2026-05-01,call,295.0,0.2,0.22,0.2,2435.0,10014,0.5449264257812501,0.0011,0.0005,-0.0141,0.0005,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00297500,2026-05-01,call,297.5,0.14,0.15,0.14,5344.0,939,0.5507857421875001,0.0004,0.0002,-0.0062,0.0002,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00300000,2026-05-01,call,300.0,0.09,0.1,0.1,6253.0,10724,0.55273884765625,0.0002,0.0001,-0.0024,0.0001,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00302500,2026-05-01,call,302.5,0.06,0.08,0.08,248.0,1316,0.5644574804687501,0.0001,0.0,-0.0011,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00305000,2026-05-01,call,305.0,0.05,0.06,0.05,446.0,2887,0.5820354296875,0.0,0.0,-0.0006,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00310000,2026-05-01,call,310.0,0.02,0.04,0.03,1302.0,2253,0.6015664843750002,0.0,0.0,-0.0001,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00315000,2026-05-01,call,315.0,0.01,0.03,0.03,317.0,813,0.632816171875,0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00320000,2026-05-01,call,320.0,0.01,0.03,0.02,144.0,841,0.6953155468750001,0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00325000,2026-05-01,call,325.0,0.0,0.05,0.04,24.0,302,0.7656273437500001,0.0,0.0,-0.0001,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00330000,2026-05-01,call,330.0,0.0,0.08,0.04,203.0,160,0.867188828125,0.0,0.0,-0.0002,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00335000,2026-05-01,call,335.0,0.0,0.06,0.01,52.0,221,0.8945323046874999,0.0,0.0,-0.0001,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00340000,2026-05-01,call,340.0,0.0,0.39,0.03,30.0,38,1.19141029296875,0.0001,0.0,-0.0043,0.0001,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00345000,2026-05-01,call,345.0,0.0,0.4,0.01,1.0,6,1.2587927685546876,0.0001,0.0,-0.0041,0.0001,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00350000,2026-05-01,call,350.0,0.0,0.04,0.01,15.0,26,1.015629921875,0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00365000,2026-05-01,call,365.0,0.0,0.01,0.01,22.0,109,1.0312548437500002,0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00375000,2026-05-01,call,375.0,0.0,2.13,0.05,2.0,2,2.107426606445312,0.0018,0.0002,-0.0847,0.0008,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00390000,2026-05-01,call,390.0,0.0,2.13,0.38,3.0,3,2.3007854980468747,0.0014,0.0001,-0.075,0.0007,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501C00400000,2026-05-01,call,400.0,0.0,0.01,0.01,4.0,60,1.3125034374999998,0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00110000,2026-05-01,put,110.0,0.0,0.01,0.01,20.0,100,3.0000025,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00120000,2026-05-01,put,120.0,0.0,0.01,0.06,1.0,1,2.68750328125,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00125000,2026-05-01,put,125.0,0.0,0.01,0.01,2000.0,2000,2.56250359375,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00130000,2026-05-01,put,130.0,0.0,0.01,0.01,2000.0,2000,2.43750390625,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00135000,2026-05-01,put,135.0,0.0,0.01,0.01,5.0,21942,2.3125042187499996,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00140000,2026-05-01,put,140.0,0.0,0.01,0.01,20.0,10,2.1875045312499997,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00145000,2026-05-01,put,145.0,0.0,0.01,0.01,20.0,102,2.0625048437499998,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00150000,2026-05-01,put,150.0,0.0,0.01,0.01,30.0,7,1.96875015625,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00155000,2026-05-01,put,155.0,0.0,0.05,0.01,15006.0,3,2.1406296484375,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00160000,2026-05-01,put,160.0,0.0,0.01,0.01,15000.0,57,1.75000125,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00165000,2026-05-01,put,165.0,0.0,0.01,0.01,7500.0,491,1.6875015625,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00170000,2026-05-01,put,170.0,0.0,0.07,0.01,7503.0,297,1.875000625,-0.0,0.0,-0.0001,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00175000,2026-05-01,put,175.0,0.0,0.01,0.01,4000.0,1637,1.5000025,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00180000,2026-05-01,put,180.0,0.0,0.1,0.01,10.0,835,1.71875140625,-0.0,0.0,-0.0001,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00185000,2026-05-01,put,185.0,0.0,1.89,0.01,54.0,138,2.4775428686523435,-0.0014,0.0001,-0.0809,0.0007,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
AAPL260501P00190000,2026-05-01,put,190.0,0.0,0.03,0.02,1.0,572,1.3437532812499997,-0.0,0.0,-0.0,0.0,False,2026-04-29 18:31:18.793436,20260429_183118,AAPL
